strain	genbank_accession	date	country	host	completeness	length	Nextstrain_clade_usher	Lineage
hCoV-19/Fujian/FCDC-SM230335/2023	EPI_ISL_16977227	2023/2/14	China	Human		29737	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-ZZ23-298/2023	EPI_ISL_16977238	2023/2/13	China	Human		29793	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-202302S017/2023	EPI_ISL_16977206	2023/2/1	China	Human		29786	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-20230210-14/2023	EPI_ISL_16977171	2023/2/3	China	Human		29656	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-2023020809/2023	EPI_ISL_16977222	2023/2/1	China	Human		29702	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-nd20230077/2023	EPI_ISL_16977159	2023/1/21	China	Human		29785	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-nd20230085/2023	EPI_ISL_16977160	2023/1/25	China	Human		29793	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-202302S042/2023	EPI_ISL_16977260	2023/2/13	China	Human		29799	GRA	BA.5.2.48
hCoV-19/Sichuan/SCDC-YB23058/2023	EPI_ISL_16970249	2023/1/28	China	Human		29744	GRA	BA.5.2.48
hCoV-19/Sichuan/SCDC-YB23060/2023	EPI_ISL_16970251	2023/1/25	China	Human		29745	GRA	BA.5.2.48
hCoV-19/Sichuan/SCDC-ZY230051/2023	EPI_ISL_16970279	2023/2/11	China	Human		29750	GRA	BA.5.2.48
hCoV-19/Sichuan/SCDC-DZ23005/2023	EPI_ISL_16970261	2023/1/30	China	Human		29867	GRA	BA.5.2.48
hCoV-19/Sichuan/SCDC-ZG23117/2023	EPI_ISL_16970227	2023/2/5	China	Human		29747	GRA	BA.5.2.48
hCoV-19/Sichuan/SCDC-DZ23006/2023	EPI_ISL_16970262	2023/2/6	China	Human		29832	GRA	BA.5.2.48
hCoV-19/Henan/CDC-8/2023	EPI_ISL_16984917	2023/2/4	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/CDC-7/2023	EPI_ISL_16984916	2023/2/4	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Henan/CDC-2/2023	EPI_ISL_16984911	2023/2/4	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/CDC-5/2023	EPI_ISL_16984914	2023/2/4	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-FZLG00388/2023	EPI_ISL_16977185	2023/2/2	China	Human		29833	GRA	BA.5.2.48
hCoV-19/Hubei/HCDC-663/2023	EPI_ISL_16986124	2023/2/12	China	Human		29843	GRA	BA.5.2.48
hCoV-19/Hubei/HCDC-659/2023	EPI_ISL_16986120	2023/2/9	China	Human		29689	GRA	BA.5.2.48
hCoV-19/Hubei/HCDC-660/2023	EPI_ISL_16986121	2023/2/9	China	Human		29636	GRA	BA.5.2.48
hCoV-19/Hubei/HCDC-664/2023	EPI_ISL_16986125	2023/2/14	China	Human		29805	GRA	BA.5.2.48
hCoV-19/Anhui/BBCDC-12/2023	EPI_ISL_16997141	2023/2/3	China	Human		29772	GRA	BA.5.2.48
hCoV-19/Anhui/BBCDC-10/2023	EPI_ISL_16997140	2023/1/28	China	Human		29828	GRA	BA.5.2.48
hCoV-19/Anhui/BBCDC-4/2023	EPI_ISL_16997134	2023/1/25	China	Human		29762	GRA	BA.5.2.48
hCoV-19/Henan/XYCDC-12/2023	EPI_ISL_17016206	2023/1/8	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XYCDC-5/2023	EPI_ISL_17016199	2023/2/9	China	Human		29701	GRA	BA.5.2.48
hCoV-19/Henan/XYCDC-9/2023	EPI_ISL_17016203	2023/2/14	China	Human		29721	GRA	BA.5.2.48
hCoV-19/Henan/XYCDC-10/2023	EPI_ISL_17016204	2023/1/7	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XYCDC-11/2023	EPI_ISL_17016205	2023/1/6	China	Human		29767	GRA	BA.5.2.48
hCoV-19/Henan/XYCDC-13/2023	EPI_ISL_17016207	2023/1/8	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Anhui/HNCDC-21/2023	EPI_ISL_17025963	2023/2/13	China	Human		29749	GRA	BA.5.2.48
hCoV-19/Anhui/HNCDC-22/2023	EPI_ISL_17025971	2023/2/7	China	Human		29767	GRA	BA.5.2.48
hCoV-19/Tianjin/TJCDC-20230221-38/2023	EPI_ISL_17027436	2023/2/11	China	Human		29868	GRA	BA.5.2.48
hCoV-19/Tianjin/TJCDC-20230221-39/2023	EPI_ISL_17027437	2023/2/12	China	Human		29864	GRA	BA.5.2.48
hCoV-19/Tianjin/TJCDC-20230221-47/2023	EPI_ISL_17027445	2023/2/14	China	Human		29850	GRA	BA.5.2.48
hCoV-19/Tianjin/TJCDC-20230221-24/2023	EPI_ISL_17027423	2023/2/7	China	Human		29850	GRA	BA.5.2.48
hCoV-19/Tianjin/TJCDC-20230221-7/2023	EPI_ISL_17027407	2023/2/11	China	Human		29849	GRA	BA.5.2.48
hCoV-19/Shanxi/SXCDC-0351/2023	EPI_ISL_17027531	2023/2/15	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Tianjin/TJCDC-20230221-12/2023	EPI_ISL_17027545	2023/2/6	China	Human		29848	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-121/2023	EPI_ISL_17031661	2023/1/12	China	Human		29681	GRA	BA.5.2.48
hCoV-19/Hebei/CZ-16/2023	EPI_ISL_17031658	2023/1/10	China	Human		29785	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-93/2023	EPI_ISL_17031657	2023/1/10	China	Human		29686	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-92/2023	EPI_ISL_17031656	2023/1/10	China	Human		29684	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-91/2023	EPI_ISL_17031655	2023/1/10	China	Human		29678	GRA	BA.5.2.48
hCoV-19/Hebei/XT-6/2023	EPI_ISL_17031641	2023/1/9	China	Human		29631	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-140/2023	EPI_ISL_17031768	2023/1/28	China	Human		29641	GRA	BA.5.2.48
hCoV-19/Hebei/XT-4/2023	EPI_ISL_17031654	2023/1/10	China	Human		29682	GRA	BA.5.2.48
hCoV-19/Hebei/ZJK-57/2023	EPI_ISL_17031689	2023/1/15	China	Human		29609	GRA	BA.5.2.48
hCoV-19/Hebei/HD-31/2023	EPI_ISL_17031816	2023/2/2	China	Human		29640	GRA	BA.5.2.48
hCoV-19/Hebei/ZJK-50/2023	EPI_ISL_17031683	2023/1/15	China	Human		29627	GRA	BA.5.2.48
hCoV-19/Hebei/ZJK-47/2023	EPI_ISL_17031680	2023/1/15	China	Human		29625	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-169/2023	EPI_ISL_17031885	2023/2/11	China	Human		29691	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-176/2023	EPI_ISL_17031849	2023/2/6	China	Human		29690	GRA	BA.5.2.48
hCoV-19/Hebei/XT-25/2023	EPI_ISL_17031880	2023/2/10	China	Human		29652	GRA	BA.5.2.48
hCoV-19/Hebei/XT-19/2023	EPI_ISL_17031886	2023/2/11	China	Human		29637	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-144/2023	EPI_ISL_17031801	2023/1/31	China	Human		29689	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-157/2023	EPI_ISL_17031809	2023/2/1	China	Human		29758	GRA	BA.5.2.48
hCoV-19/Hebei/ZJK-112/2023	EPI_ISL_17031806	2023/1/31	China	Human		29775	GRA	BA.5.2.48
hCoV-19/Hebei/XT-9/2023	EPI_ISL_17031802	2023/1/31	China	Human		29687	GRA	BA.5.2.48
hCoV-19/Hebei/CD-2/2023	EPI_ISL_17031814	2023/2/2	China	Human		29759	GRA	BA.5.2.48
hCoV-19/Hebei/ZJK-61/2023	EPI_ISL_17031738	2023/1/25	China	Human		29631	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-51/2023	EPI_ISL_17031616	2023/1/8	China	Human		29786	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-53/2023	EPI_ISL_17031617	2023/1/8	China	Human		29787	GRA	BA.5.2.48
hCoV-19/Hebei/HD-1/2023	EPI_ISL_17031622	2023/1/9	China	Human		29784	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-118/2023	EPI_ISL_17031652	2023/1/10	China	Human		29686	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-158/2023	EPI_ISL_17031828	2023/2/3	China	Human		29829	GRA	BA.5.2.48
hCoV-19/Hebei/CD-5/2023	EPI_ISL_17031838	2023/2/6	China	Human		29791	GRA	BA.5.2.48
hCoV-19/Hebei/CD-25/2023	EPI_ISL_17031874	2023/2/9	China	Human		29668	GRA	BA.5.2.48
hCoV-19/Hebei/SJZ-167/2023	EPI_ISL_17031878	2023/2/10	China	Human		29681	GRA	BA.5.2.48
hCoV-19/Hebei/ZJK-88/2023	EPI_ISL_17031790	2023/1/30	China	Human		29686	GRA	BA.5.2.48
hCoV-19/Hubei/SZCDC-675/2023	EPI_ISL_17031996	2023/2/15	China	Human		29782	GRA	BA.5.2.48
hCoV-19/Hubei/SZCDC-676/2023	EPI_ISL_17031997	2023/2/15	China	Human		29818	GRA	BA.5.2.48
hCoV-19/Hubei/JCDC-681/2023	EPI_ISL_17032002	2023/2/13	China	Human		29676	GRA	BA.5.2.48
hCoV-19/Hubei/YCDC-669/2023	EPI_ISL_17031990	2023/2/14	China	Human		29787	GRA	BA.5.2.48
hCoV-19/Hubei/JCDC-701/2023	EPI_ISL_17032022	2023/2/15	China	Human		29623	GRA	BA.5.2.48
hCoV-19/Hubei/JCDC-699/2023	EPI_ISL_17032020	2023/2/15	China	Human		29632	GRA	BA.5.2.48
hCoV-19/Hubei/YCDC-668/2023	EPI_ISL_17031989	2023/2/9	China	Human		29818	GRA	BA.5.2.48
hCoV-19/Anhui/MCDC23125/2023	EPI_ISL_17039591	2023/2/15	China	Human		29721	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-055/2023	EPI_ISL_17062066	2023/1/11	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-057/2023	EPI_ISL_17062068	2023/1/11	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-056/2023	EPI_ISL_17062067	2023/1/11	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-054/2023	EPI_ISL_17062065	2023/1/11	China	Human		29745	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-052/2023	EPI_ISL_17062063	2023/1/11	China	Human		29721	GRA	BA.5.2.48
hCoV-19/Hebei/HCDC-CZ-46/2023	EPI_ISL_17031755	2023/1/26	China	Human		29820	GRA	BA.5.2.48
hCoV-19/Hebei/HCDC-HD-70/2023	EPI_ISL_17031915	2023/2/14	China	Human		29640	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-059/2023	EPI_ISL_17062070	2023/1/11	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-060/2023	EPI_ISL_17062071	2023/1/11	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-062/2023	EPI_ISL_17062073	2023/1/11	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-063/2023	EPI_ISL_17062074	2023/1/11	China	Human		29745	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-064/2023	EPI_ISL_17062075	2023/1/11	China	Human		29743	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-065/2023	EPI_ISL_17062076	2023/1/11	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-066/2023	EPI_ISL_17062077	2023/1/11	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Sichuan/MYCDC-23021/2023	EPI_ISL_17062078	2023/2/13	China	Human		29784	GRA	BA.5.2.48
hCoV-19/Sichuan/MYCDC-23022/2023	EPI_ISL_17062079	2023/2/13	China	Human		29771	GRA	BA.5.2.48
hCoV-19/Sichuan/MYCDC-23023/2023	EPI_ISL_17062080	2023/2/13	China	Human		29758	GRA	BA.5.2.48
hCoV-19/Sichuan/MYCDC-23024/2023	EPI_ISL_17062081	2023/2/11	China	Human		29772	GRA	BA.5.2.48
hCoV-19/Sichuan/YBCDC-23081/2023	EPI_ISL_17062087	2023/2/4	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Sichuan/YBCDC-23082/2023	EPI_ISL_17062088	2023/2/15	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Sichuan/YBCDC-23084/2023	EPI_ISL_17062090	2023/2/11	China	Human		29772	GRA	BA.5.2.48
hCoV-19/Sichuan/YBCDC-23085/2023	EPI_ISL_17062091	2023/2/2	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Sichuan/YBCDC-23086/2023	EPI_ISL_17062092	2023/2/15	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Sichuan/YBCDC-23088/2023	EPI_ISL_17062093	2023/2/13	China	Human		29727	GRA	BA.5.2.48
hCoV-19/Sichuan/ZYCDC-230059/2023	EPI_ISL_17062095	2023/2/13	China	Human		29702	GRA	BA.5.2.48
hCoV-19/Sichuan/ZYCDC-230222/2023	EPI_ISL_17062108	2023/2/11	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Sichuan/CDCDC-230250/2023	EPI_ISL_17062111	2023/2/13	China	Human		29580	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-067/2023	EPI_ISL_17062118	2023/1/18	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-068/2023	EPI_ISL_17062119	2023/1/18	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-069/2023	EPI_ISL_17062120	2023/1/18	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-070/2023	EPI_ISL_17062121	2023/1/18	China	Human		29746	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-071/2023	EPI_ISL_17062122	2023/1/18	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-072/2023	EPI_ISL_17062123	2023/1/18	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-073/2023	EPI_ISL_17062124	2023/1/18	China	Human		29767	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-074/2023	EPI_ISL_17062125	2023/1/18	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-075/2023	EPI_ISL_17062126	2023/1/18	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-076/2023	EPI_ISL_17062127	2023/1/18	China	Human		29766	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-077/2023	EPI_ISL_17062128	2023/1/18	China	Human		29721	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-078/2023	EPI_ISL_17062129	2023/1/18	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-079/2023	EPI_ISL_17062130	2023/1/18	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-080/2023	EPI_ISL_17062131	2023/1/18	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Henan/ZCDC-ZZ42/2023	EPI_ISL_17062978	2023/2/1	China	Human		29632	GRA	BA.5.2.48
hCoV-19/Henan/ZCDC-ZZ43/2023	EPI_ISL_17062979	2023/2/2	China	Human		29634	GRA	BA.5.2.48
hCoV-19/Henan/ZCDC-ZZ44/2023	EPI_ISL_17062980	2023/2/3	China	Human		29628	GRA	BA.5.2.48
hCoV-19/Henan/ZCDC-ZZ48/2023	EPI_ISL_17062982	2023/2/6	China	Human		29626	GRA	BA.5.2.48
hCoV-19/Henan/ZCDC-ZZ49/2023	EPI_ISL_17062983	2023/2/2	China	Human		29634	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-100/2023	EPI_ISL_17062995	2023/2/7	China	Human		29734	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-101/2023	EPI_ISL_17062996	2023/2/7	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-102/2023	EPI_ISL_17062997	2023/2/7	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-103/2023	EPI_ISL_17062998	2023/2/7	China	Human		29721	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-104/2023	EPI_ISL_17062999	2023/2/7	China	Human		29721	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-105/2023	EPI_ISL_17063000	2023/2/7	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-106/2023	EPI_ISL_17063001	2023/2/7	China	Human		29745	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-081/2023	EPI_ISL_17063002	2023/1/30	China	Human		29767	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-082/2023	EPI_ISL_17063003	2023/1/30	China	Human		29756	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-083/2023	EPI_ISL_17063004	2023/1/30	China	Human		29759	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-084/2023	EPI_ISL_17063005	2023/1/30	China	Human		29745	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-085/2023	EPI_ISL_17063006	2023/1/30	China	Human		29721	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-086/2023	EPI_ISL_17063007	2023/1/30	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-087/2023	EPI_ISL_17063008	2023/1/30	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-088/2023	EPI_ISL_17063009	2023/1/30	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-089/2023	EPI_ISL_17063010	2023/1/30	China	Human		29767	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-090/2023	EPI_ISL_17063011	2023/1/30	China	Human		29745	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-093/2023	EPI_ISL_17063014	2023/1/30	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-094/2023	EPI_ISL_17063015	2023/1/30	China	Human		29702	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-096/2023	EPI_ISL_17063017	2023/1/30	China	Human		29766	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-097/2023	EPI_ISL_17063018	2023/1/30	China	Human		29745	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-098/2023	EPI_ISL_17063019	2023/1/30	China	Human		29681	GRA	BA.5.2.48
hCoV-19/Henan/XCDC-099/2023	EPI_ISL_17063020	2023/1/30	China	Human		29767	GRA	BA.5.2.48
hCoV-19/Jiangsu/HACDC-053/2023	EPI_ISL_17068949	2023/2/8	China	Human		29801	GRA	BA.5.2.48
hCoV-19/Jiangsu/HACDC-058/2023	EPI_ISL_17068954	2023/2/7	China	Human		29809	GRA	BA.5.2.48
hCoV-19/Jiangsu/LYGCDC-052/2023	EPI_ISL_17068957	2023/2/8	China	Human		29797	GRA	BA.5.2.48
hCoV-19/Jiangsu/LYGCDC-054/2023	EPI_ISL_17068958	2023/2/10	China	Human		29797	GRA	BA.5.2.48
hCoV-19/Jiangsu/NJCDC-116/2023	EPI_ISL_17068960	2023/2/3	China	Human		29870	GRA	BA.5.2.48
hCoV-19/Jiangsu/NJCDC-117/2023	EPI_ISL_17068961	2023/2/5	China	Human		29634	GRA	BA.5.2.48
hCoV-19/Jiangsu/NJCDC-124/2023	EPI_ISL_17068962	2023/2/10	China	Human		29635	GRA	BA.5.2.48
hCoV-19/Jiangsu/NJCDC-127/2023	EPI_ISL_17068964	2023/2/10	China	Human		29862	GRA	BA.5.2.48
hCoV-19/Jiangsu/NJCDC-128/2023	EPI_ISL_17068965	2023/2/10	China	Human		29639	GRA	BA.5.2.48
hCoV-19/Jiangsu/NTCDC-033/2023	EPI_ISL_17068968	2023/2/9	China	Human		29812	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-185/2023	EPI_ISL_17068971	2023/2/6	China	Human		29839	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-186/2023	EPI_ISL_17068972	2023/2/6	China	Human		29839	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-187/2023	EPI_ISL_17068973	2023/2/6	China	Human		29838	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-189/2023	EPI_ISL_17068974	2023/1/28	China	Human		29840	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-195/2023	EPI_ISL_17068975	2023/2/6	China	Human		29831	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-197/2023	EPI_ISL_17068976	2023/2/9	China	Human		29801	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-198/2023	EPI_ISL_17068977	2023/1/26	China	Human		29790	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-199/2023	EPI_ISL_17068978	2023/2/3	China	Human		29794	GRA	BA.5.2.48
hCoV-19/Jiangsu/WXCDC-097/2023	EPI_ISL_17068983	2023/1/18	China	Human		29793	GRA	BA.5.2.48
hCoV-19/Jiangsu/WXCDC-098/2023	EPI_ISL_17068984	2023/1/14	China	Human		29793	GRA	BA.5.2.48
hCoV-19/Jiangsu/WXCDC-099/2023	EPI_ISL_17068985	2023/1/27	China	Human		29792	GRA	BA.5.2.48
hCoV-19/Jiangsu/XZCDC-128/2023	EPI_ISL_17068987	2023/2/5	China	Human		29867	GRA	BA.5.2.48
hCoV-19/Jiangsu/XZCDC-147/2023	EPI_ISL_17068989	2023/2/13	China	Human		29732	GRA	BA.5.2.48
hCoV-19/Jiangsu/XZCDC-149/2023	EPI_ISL_17068991	2023/2/2	China	Human		29806	GRA	BA.5.2.48
hCoV-19/Jiangsu/YCCDC-066/2023	EPI_ISL_17068992	2023/2/8	China	Human		29781	GRA	BA.5.2.48
hCoV-19/Jiangsu/YCCDC-068/2023	EPI_ISL_17068993	2023/2/6	China	Human		29757	GRA	BA.5.2.48
hCoV-19/Jiangsu/YCCDC-070/2023	EPI_ISL_17068994	2023/2/5	China	Human		29457	GRA	BA.5.2.48
hCoV-19/Jiangsu/YCCDC-071/2023	EPI_ISL_17068995	2023/2/5	China	Human		29735	GRA	BA.5.2.48
hCoV-19/Jiangsu/YCCDC-072/2023	EPI_ISL_17068996	2023/2/9	China	Human		29787	GRA	BA.5.2.48
hCoV-19/Jiangsu/YCCDC-074/2023	EPI_ISL_17068997	2023/2/1	China	Human		29780	GRA	BA.5.2.48
hCoV-19/Jiangsu/YCCDC-076/2023	EPI_ISL_17068998	2023/2/7	China	Human		29465	GRA	BA.5.2.48
hCoV-19/Jiangsu/YCCDC-077/2023	EPI_ISL_17068999	2023/2/11	China	Human		29750	GRA	BA.5.2.48
hCoV-19/Jiangsu/WXCDC-104/2023	EPI_ISL_17072117	2023/2/8	China	Human		29842	GRA	BA.5.2.48
hCoV-19/Jiangsu/NJCDC-132/2023	EPI_ISL_17072138	2023/2/13	China	Human		29687	GRA	BA.5.2.48
hCoV-19/Jiangsu/CZCDC-065/2023	EPI_ISL_17072141	2023/2/10	China	Human		29786	GRA	BA.5.2.48
hCoV-19/Jiangsu/SQCDC-063/2023	EPI_ISL_17072147	2023/2/14	China	Human		29635	GRA	BA.5.2.48
hCoV-19/Jiangsu/YCCDC-080/2023	EPI_ISL_17072150	2023/2/14	China	Human		29742	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-202/2023	EPI_ISL_17072160	2023/2/7	China	Human		29838	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-205/2023	EPI_ISL_17072161	2023/2/12	China	Human		29839	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-207/2023	EPI_ISL_17072162	2023/2/13	China	Human		29839	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-213/2023	EPI_ISL_17072166	2023/2/14	China	Human		29801	GRA	BA.5.2.48
hCoV-19/Jiangsu/SZCDC-214/2023	EPI_ISL_17072167	2023/2/15	China	Human		29801	GRA	BA.5.2.48
hCoV-19/Jiangsu/ZJCDC-008/2023	EPI_ISL_17072168	2023/2/13	China	Human		29634	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-PTN036/2023	EPI_ISL_17072175	2023/2/9	China	Human		29685	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-PTN042/2023	EPI_ISL_17072176	2023/2/9	China	Human		29685	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-021504/2023	EPI_ISL_17072223	2023/2/7	China	Human		29745	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-021505/2023	EPI_ISL_17072224	2023/2/7	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-021506/2023	EPI_ISL_17072225	2023/2/7	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-ND013/2023	EPI_ISL_17072231	2023/2/10	China	Human		29792	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-FLU-ND-20230115/2023	EPI_ISL_17072232	2023/2/6	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-02S049/2023	EPI_ISL_17072259	2023/2/15	China	Human		29797	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-02S055/2023	EPI_ISL_17072265	2023/2/14	China	Human		29823	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-02S057/2023	EPI_ISL_17072266	2023/2/14	China	Human		29797	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-FZ23LG00485/2023	EPI_ISL_17072289	2023/2/2	China	Human		29828	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-FZ23LG00486/2023	EPI_ISL_17072290	2023/2/12	China	Human		29696	GRA	BA.5.2.48
hCoV-19/Fujian/FCDC-FZ23LG00529/2023	EPI_ISL_17072297	2023/2/15	China	Human		29858	GRA	BA.5.2.48
hCoV-19/Anhui/LCDC-023/2023	EPI_ISL_17075280	2023/1/29	China	Human		29838	GRA	BA.5.2.48
hCoV-19/Anhui/LCDC-025/2023	EPI_ISL_17075282	2023/1/16	China	Human		29799	GRA	BA.5.2.48
hCoV-19/Anhui/LCDC-026/2023	EPI_ISL_17075283	2023/1/16	China	Human		29799	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-BS-220017/2023	EPI_ISL_17088654	2023/1/9	China	Human		29678	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-BS-220016/2023	EPI_ISL_17088655	2023/1/9	China	Human		29605	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-BS-220020/2023	EPI_ISL_17088656	2023/1/9	China	Human		29659	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-BS-220014/2023	EPI_ISL_17088674	2023/1/10	China	Human		29782	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-BS-220011/2023	EPI_ISL_17088683	2023/1/10	China	Human		29770	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-GG-064/2023	EPI_ISL_17088688	2023/1/10	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-GG-066/2023	EPI_ISL_17088689	2023/1/10	China	Human		29768	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-GG-061/2023	EPI_ISL_17088690	2023/1/10	China	Human		29767	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-GG-063/2023	EPI_ISL_17088691	2023/1/10	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-GG-062/2023	EPI_ISL_17088692	2023/1/10	China	Human		29769	GRA	BA.5.2.48
hCoV-19/Guangxi/GCDC-GG-065/2023	EPI_ISL_17088693	2023/1/10	China	Human		29768	GRA	BA.5.2.48
